id,rain,visibility,main,sys,weather,cod,wind,base,clouds,coord,name,dt,snow
3421765,,,"{'temp': 0.73, 'pressure': 998.61, 'humidity': 100, 'temp_min': 0.73, 'temp_max': 0.73, 'sea_level': 998.61, 'grnd_level': 986.55}","{'message': 0.003, 'country': 'GL', 'sunrise': 1551175623, 'sunset': 1551212495}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",200,"{'speed': 2.14, 'deg': 56.5029}",stations,{'all': 0},"{'lon': -45.24, 'lat': 60.14}",Nanortalik,1551199934,
2094342,,,"{'temp': 27.25, 'pressure': 1008.41, 'humidity': 100, 'temp_min': 27.25, 'temp_max': 27.25, 'sea_level': 1008.41, 'grnd_level': 1007.27}","{'message': 0.0046, 'country': 'PG', 'sunrise': 1551125086, 'sunset': 1551168872}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",200,"{'speed': 3.86, 'deg': 300.003}",stations,{'all': 64},"{'lon': 150.8, 'lat': -2.57}",Kavieng,1551199935,
2163355,,10000,"{'temp': 7.91, 'pressure': 1026, 'humidity': 81, 'temp_min': 6.67, 'temp_max': 9}","{'type': 1, 'id': 9545, 'message': 0.0062, 'country': 'AU', 'sunrise': 1551123973, 'sunset': 1551171605}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",200,"{'speed': 3.6, 'deg': 270}",stations,{'all': 0},"{'lon': 147.33, 'lat': -42.88}",Hobart,1551199876,
692856,,,"{'temp': 3.78, 'pressure': 1021.25, 'humidity': 76, 'temp_min': 3.78, 'temp_max': 3.78, 'sea_level': 1021.25, 'grnd_level': 1000.87}","{'message': 0.0036, 'country': 'UA', 'sunrise': 1551157975, 'sunset': 1551196654}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",200,"{'speed': 7.29, 'deg': 357.503}",stations,{'all': 88},"{'lon': 24.5, 'lat': 51.44}",Cheremshanka,1551199935,
2122090,,,"{'temp': -18.8, 'pressure': 998.09, 'humidity': 69, 'temp_min': -18.8, 'temp_max': -18.8, 'sea_level': 998.09, 'grnd_level': 990.39}","{'message': 0.0035, 'country': 'RU', 'sunrise': 1551125943, 'sunset': 1551158774}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",200,"{'speed': 0.71, 'deg': 352.003}",stations,{'all': 64},"{'lon': 170.27, 'lat': 69.7}",Pevek,1551199935,
4020109,,,"{'temp': 26.63, 'pressure': 1014.25, 'humidity': 100, 'temp_min': 26.63, 'temp_max': 26.63, 'sea_level': 1014.25, 'grnd_level': 1014.15}","{'message': 0.0034, 'country': 'PF', 'sunrise': 1551194377, 'sunset': 1551238676}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02d'}]",200,"{'speed': 2.86, 'deg': 112.503}",stations,{'all': 8},"{'lon': -139.03, 'lat': -9.8}",Atuona,1551199936,
3439525,,,"{'temp': 23.33, 'pressure': 1012, 'humidity': 29, 'temp_min': 23.33, 'temp_max': 23.33}","{'type': 3, 'id': 2008980, 'message': 0.0032, 'country': 'UY', 'sunrise': 1551173838, 'sunset': 1551220124}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",200,"{'speed': 2.68, 'deg': 225, 'gust': 5.81}",stations,{'all': 0},"{'lon': -57.63, 'lat': -32.7}",Young,1551199764,
3831208,,,"{'temp': -22.42, 'pressure': 1014.49, 'humidity': 77, 'temp_min': -22.42, 'temp_max': -22.42, 'sea_level': 1014.49, 'grnd_level': 980.15}","{'message': 0.0036, 'country': 'GL', 'sunrise': 1551187067, 'sunset': 1551212711}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",200,"{'speed': 1.81, 'deg': 176.503}",stations,{'all': 48},"{'lon': -69.36, 'lat': 77.48}",Qaanaaq,1551199936,
2729907,,10000,"{'temp': -15, 'pressure': 1007, 'humidity': 60, 'temp_min': -15, 'temp_max': -15}","{'type': 1, 'id': 1663, 'message': 0.0061, 'country': 'NO', 'sunrise': 1551167487, 'sunset': 1551191507}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",200,"{'speed': 5.1, 'deg': 130}",stations,{'all': 75},"{'lon': 15.63, 'lat': 78.22}",Longyearbyen,1551198000,
1651810,,,"{'temp': 20.53, 'pressure': 1008.69, 'humidity': 91, 'temp_min': 20.53, 'temp_max': 20.53, 'sea_level': 1008.69, 'grnd_level': 933.27}","{'message': 0.0033, 'country': 'TL', 'sunrise': 1551130941, 'sunset': 1551175198}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",200,"{'speed': 0.79, 'deg': 29.5029}",stations,{'all': 20},"{'lon': 125.41, 'lat': -8.93}",Airai,1551199937,
3443061,,,"{'temp': 21, 'pressure': 1014.45, 'humidity': 72, 'temp_min': 21, 'temp_max': 21, 'sea_level': 1014.45, 'grnd_level': 1012.87}","{'message': 0.0032, 'country': 'UY', 'sunrise': 1551172783, 'sunset': 1551219177}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",200,"{'speed': 7.64, 'deg': 230.003}",stations,{'all': 48},"{'lon': -53.46, 'lat': -33.69}",Chuy,1551199937,
3892454,,,"{'temp': 23.63, 'pressure': 1012.25, 'humidity': 58, 'temp_min': 23.63, 'temp_max': 23.63, 'sea_level': 1012.25, 'grnd_level': 905.99}","{'message': 0.0034, 'country': 'CL', 'sunrise': 1551177136, 'sunset': 1551222795}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",200,"{'speed': 1.66, 'deg': 261.503}",stations,{'all': 0},"{'lon': -70.05, 'lat': -26.39}",Diego de Almagro,1551199937,
3833367,,10000,"{'temp': 6.44, 'pressure': 1010, 'humidity': 87, 'temp_min': 6, 'temp_max': 7}","{'type': 1, 'id': 8303, 'message': 0.0046, 'country': 'AR', 'sunrise': 1551174670, 'sunset': 1551224373}","[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09d'}, {'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",200,"{'speed': 15.4, 'deg': 230}",stations,{'all': 75},"{'lon': -68.31, 'lat': -54.81}",Ushuaia,1551196800,
1006984,,10000,"{'temp': 22, 'pressure': 1009, 'humidity': 68, 'temp_min': 22, 'temp_max': 22}","{'type': 1, 'id': 1912, 'message': 0.0044, 'country': 'ZA', 'sunrise': 1551153279, 'sunset': 1551199629}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",200,"{'speed': 9.8, 'deg': 230}",stations,{'all': 0},"{'lon': 27.91, 'lat': -33.02}",East London,1551196800,
1797595,,,"{'temp': -2.82, 'pressure': 1026.01, 'humidity': 57, 'temp_min': -2.82, 'temp_max': -2.82, 'sea_level': 1026.01, 'grnd_level': 988.55}","{'message': 0.0031, 'country': 'CN', 'sunrise': 1551134366, 'sunset': 1551174609}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",200,"{'speed': 1.11, 'deg': 102.503}",stations,{'all': 88},"{'lon': 119.59, 'lat': 39.94}",Qinhuangdao,1551199938,
3874787,,10000,"{'temp': 12.59, 'pressure': 1012, 'humidity': 41, 'temp_min': 10, 'temp_max': 14}","{'type': 1, 'id': 8487, 'message': 0.0033, 'country': 'CL', 'sunrise': 1551175484, 'sunset': 1551224811}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",200,"{'speed': 8.2, 'deg': 250}",stations,{'all': 20},"{'lon': -70.91, 'lat': -53.16}",Punta Arenas,1551199396,
2399001,,,"{'temp': 27.75, 'pressure': 1008.37, 'humidity': 92, 'temp_min': 27.75, 'temp_max': 27.75, 'sea_level': 1008.37, 'grnd_level': 997.75}","{'message': 0.0033, 'country': 'GA', 'sunrise': 1551158688, 'sunset': 1551202533}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",200,"{'speed': 3.16, 'deg': 268.503}",stations,{'all': 20},"{'lon': 10.65, 'lat': -3.44}",Mayumba,1551199938,
2110227,,,"{'temp': 28.83, 'pressure': 1007.97, 'humidity': 100, 'temp_min': 28.83, 'temp_max': 28.83, 'sea_level': 1007.97, 'grnd_level': 1007.91}","{'message': 0.0036, 'country': 'KI', 'sunrise': 1551120016, 'sunset': 1551163392}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",200,"{'speed': 8.06, 'deg': 60.0029}",stations,{'all': 44},"{'lon': 172.79, 'lat': 3.07}",Butaritari,1551199939,
3896218,,10000,"{'temp': 17, 'pressure': 1022, 'humidity': 59, 'temp_min': 17, 'temp_max': 17}","{'type': 1, 'id': 8512, 'message': 0.0037, 'country': 'CL', 'sunrise': 1551177110, 'sunset': 1551224578}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",200,"{'speed': 8.2, 'deg': 190}",stations,{'all': 20},"{'lon': -73.76, 'lat': -42.48}",Castro,1551196800,
3424607,,1500,"{'temp': -2, 'pressure': 999, 'humidity': 92, 'temp_min': -2, 'temp_max': -2}","{'type': 1, 'id': 81, 'message': 0.006, 'country': 'GL', 'sunrise': 1551174701, 'sunset': 1551209785}","[{'id': 601, 'main': 'Snow', 'description': 'snow', 'icon': '13d'}]",200,"{'speed': 7.09, 'deg': 28.0029}",stations,{'all': 90},"{'lon': -37.64, 'lat': 65.61}",Tasiilaq,1551196200,
5861897,,14484,"{'temp': -22.27, 'pressure': 1030, 'humidity': 76, 'temp_min': -23, 'temp_max': -21.11}","{'type': 1, 'id': 7684, 'message': 0.0043, 'country': 'US', 'sunrise': 1551200906, 'sunset': 1551236410}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",200,"{'speed': 1.34, 'deg': 91.5029}",stations,{'all': 1},"{'lon': -147.72, 'lat': 64.84}",Fairbanks,1551199842,
2038067,,,"{'temp': -5.9, 'pressure': 1025.01, 'humidity': 79, 'temp_min': -5.9, 'temp_max': -5.9, 'sea_level': 1025.01, 'grnd_level': 921.51}","{'message': 0.004, 'country': 'CN', 'sunrise': 1551134659, 'sunset': 1551174622}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",200,"{'speed': 2.49, 'deg': 218.003}",stations,{'all': 76},"{'lon': 118.96, 'lat': 42.27}",Chifeng,1551199940,
2063036,,,"{'temp': 18.96, 'pressure': 1018.01, 'humidity': 97, 'temp_min': 18.96, 'temp_max': 18.96, 'sea_level': 1018.01, 'grnd_level': 1014.39}","{'message': 0.0039, 'country': 'AU', 'sunrise': 1551127260, 'sunset': 1551173836}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",200,"{'speed': 4.31, 'deg': 121.003}",stations,{'all': 0},"{'lon': 135.86, 'lat': -34.72}",Port Lincoln,1551199940,
3416888,,6000,"{'temp': 4.48, 'pressure': 1000, 'humidity': 100, 'temp_min': 4, 'temp_max': 5}","{'type': 1, 'id': 90, 'message': 0.01, 'country': 'IS', 'sunrise': 1551170730, 'sunset': 1551206451}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",200,"{'speed': 8.7, 'deg': 240, 'gust': 13.9}",stations,{'all': 90},"{'lon': -22.43, 'lat': 63.84}",Grindavik,1551198900,
2075265,,,"{'temp': 19.69, 'pressure': 1006, 'humidity': 46, 'temp_min': 18.33, 'temp_max': 21.11}","{'type': 3, 'id': 2011706, 'message': 0.007, 'country': 'AU', 'sunrise': 1551132247, 'sunset': 1551178694}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",200,"{'speed': 8.29, 'deg': 180.503}",stations,{'all': 36},"{'lon': 115.35, 'lat': -33.64}",Busselton,1551199856,
5106834,,16093,"{'temp': -6.49, 'pressure': 1027, 'humidity': 41, 'temp_min': -10, 'temp_max': -3.33}","{'type': 1, 'id': 3273, 'message': 0.0064, 'country': 'US', 'sunrise': 1551180882, 'sunset': 1551220889}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",200,"{'speed': 10.8, 'deg': 300, 'gust': 18}",stations,{'all': 20},"{'lon': -73.75, 'lat': 42.65}",Albany,1551199743,
3418910,,,"{'temp': -18.32, 'pressure': 1013.53, 'humidity': 100, 'temp_min': -18.32, 'temp_max': -18.32, 'sea_level': 1013.53, 'grnd_level': 1010.15}","{'message': 0.0029, 'country': 'GL', 'sunrise': 1551181167, 'sunset': 1551212235}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",200,"{'speed': 5.64, 'deg': 1.50293}",stations,{'all': 32},"{'lon': -56.15, 'lat': 72.79}",Upernavik,1551199941,
3671450,,,"{'temp': 32.83, 'pressure': 1008.85, 'humidity': 52, 'temp_min': 32.83, 'temp_max': 32.83, 'sea_level': 1008.85, 'grnd_level': 991.43}","{'message': 0.0035, 'country': 'CO', 'sunrise': 1551177805, 'sunset': 1551221131}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",200,"{'speed': 0.76, 'deg': 207.003}",stations,{'all': 0},"{'lon': -67.92, 'lat': 3.87}",Inirida,1551199942,
3450083,,10000,"{'temp': 24, 'pressure': 1015, 'humidity': 64, 'temp_min': 24, 'temp_max': 24}","{'type': 1, 'id': 8430, 'message': 0.0049, 'country': 'BR', 'sunrise': 1551173077, 'sunset': 1551219056}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",200,"{'speed': 2.6, 'deg': 120}",stations,{'all': 75},"{'lon': -53.81, 'lat': -29.69}",Santa Maria,1551196800,
5969785,,24140,"{'temp': -6.11, 'pressure': 1031, 'humidity': 52, 'temp_min': -8.33, 'temp_max': -3.89}","{'type': 1, 'id': 818, 'message': 0.0116, 'country': 'CA', 'sunrise': 1551182387, 'sunset': 1551222321}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",200,"{'speed': 4.1, 'deg': 290}",stations,{'all': 90},"{'lon': -79.87, 'lat': 43.26}",Hamilton,1551199850,
2155415,,10000,"{'temp': 7.91, 'pressure': 1026, 'humidity': 81, 'temp_min': 6.67, 'temp_max': 9}","{'type': 1, 'id': 9545, 'message': 0.0037, 'country': 'AU', 'sunrise': 1551124045, 'sunset': 1551171662}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",200,"{'speed': 3.6, 'deg': 270}",stations,{'all': 0},"{'lon': 147.06, 'lat': -42.78}",New Norfolk,1551199936,
3448903,,10000,"{'temp': 33, 'pressure': 1010, 'humidity': 55, 'temp_min': 33, 'temp_max': 33}","{'type': 1, 'id': 8337, 'message': 0.0034, 'country': 'BR', 'sunrise': 1551170386, 'sunset': 1551215631}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",200,"{'speed': 4.1, 'deg': 160}",stations,{'all': 20},"{'lon': -41.05, 'lat': -21.64}",Sao Joao da Barra,1551196800,
4034188,{'3h': 7.845},,"{'temp': 23.58, 'pressure': 1012.97, 'humidity': 100, 'temp_min': 23.58, 'temp_max': 23.58, 'sea_level': 1012.97, 'grnd_level': 1012.87}","{'message': 0.0032, 'country': 'PF', 'sunrise': 1551196828, 'sunset': 1551242117}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",200,"{'speed': 1.91, 'deg': 269.003}",stations,{'all': 92},"{'lon': -151.33, 'lat': -22.43}",Moerai,1551199944,
6201424,{'3h': 1.355},,"{'temp': 15.56, 'pressure': 1004, 'humidity': 68, 'temp_min': 15.56, 'temp_max': 15.56}","{'type': 3, 'id': 2008959, 'message': 0.0038, 'country': 'NZ', 'sunrise': 1551118541, 'sunset': 1551166697}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",200,"{'speed': 2.24, 'deg': 321, 'gust': 6.26}",stations,{'all': 92},"{'lon': 168.86, 'lat': -46.19}",Mataura,1551199806,
5882953,,24140,"{'temp': -15.23, 'pressure': 1027, 'humidity': 84, 'temp_min': -17, 'temp_max': -14}","{'type': 1, 'id': 821, 'message': 0.0044, 'country': 'CA', 'sunrise': 1551198584, 'sunset': 1551232644}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",200,"{'speed': 2.1, 'deg': 200}",stations,{'all': 20},"{'lon': -135.01, 'lat': 68.22}",Aklavik,1551196800,
986717,,,"{'temp': 16.23, 'pressure': 1012.41, 'humidity': 81, 'temp_min': 16.23, 'temp_max': 16.23, 'sea_level': 1012.41, 'grnd_level': 1003.11}","{'message': 0.0039, 'country': 'ZA', 'sunrise': 1551153989, 'sunset': 1551200444}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",200,"{'speed': 8.11, 'deg': 261.003}",stations,{'all': 32},"{'lon': 24.73, 'lat': -34}",Kruisfontein,1551199944,
344979,,,"{'temp': 12.75, 'pressure': 1009.89, 'humidity': 28, 'temp_min': 12.75, 'temp_max': 12.75, 'sea_level': 1009.89, 'grnd_level': 768.15}","{'message': 0.0046, 'country': 'ET', 'sunrise': 1551152399, 'sunset': 1551195355}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",200,"{'speed': 2.59, 'deg': 78.5029}",stations,{'all': 0},"{'lon': 38.73, 'lat': 8.96}",Lebu,1551199778,
546105,,10000,"{'temp': 3, 'pressure': 1019, 'humidity': 69, 'temp_min': 3, 'temp_max': 3}","{'type': 1, 'id': 8926, 'message': 0.0043, 'country': 'RU', 'sunrise': 1551157354, 'sunset': 1551194273}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",200,"{'speed': 5, 'deg': 360}",stations,{'all': 75},"{'lon': 30.79, 'lat': 59.7}",Nikolskoye,1551198600,
2109528,,,"{'temp': 26.5, 'pressure': 1007.81, 'humidity': 97, 'temp_min': 26.5, 'temp_max': 26.5, 'sea_level': 1007.81, 'grnd_level': 998.87}","{'message': 0.0035, 'country': 'SB', 'sunrise': 1551122767, 'sunset': 1551166968}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",200,"{'speed': 2.81, 'deg': 260.503}",stations,{'all': 48},"{'lon': 159.59, 'lat': -8.15}",Buala,1551199773,
2240449,,10000,"{'temp': 30, 'pressure': 1006, 'humidity': 70, 'temp_min': 30, 'temp_max': 30}","{'type': 1, 'id': 2173, 'message': 0.0034, 'country': 'AO', 'sunrise': 1551157867, 'sunset': 1551202107}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",200,"{'speed': 5.1, 'deg': 250}",stations,{'all': 20},"{'lon': 13.24, 'lat': -8.83}",Luanda,1551196800,
2022572,,,"{'temp': -18.47, 'pressure': 991.33, 'humidity': 55, 'temp_min': -18.47, 'temp_max': -18.47, 'sea_level': 991.33, 'grnd_level': 986.39}","{'message': 0.0041, 'country': 'RU', 'sunrise': 1551142925, 'sunset': 1551174344}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",200,"{'speed': 3.71, 'deg': 182.503}",stations,{'all': 80},"{'lon': 102.47, 'lat': 71.98}",Khatanga,1551199945,
2175403,,,"{'temp': 20.73, 'pressure': 1015.65, 'humidity': 70, 'temp_min': 20.73, 'temp_max': 20.73, 'sea_level': 1015.65, 'grnd_level': 993.11}","{'message': 0.003, 'country': 'AU', 'sunrise': 1551124657, 'sunset': 1551170112}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",200,"{'speed': 4.06, 'deg': 93.0029}",stations,{'all': 0},"{'lon': 149.07, 'lat': -23.58}",Bluff,1551199945,
2017155,,,"{'temp': -33.47, 'pressure': 997.97, 'humidity': 0, 'temp_min': -33.47, 'temp_max': -33.47, 'sea_level': 997.97, 'grnd_level': 985.03}","{'message': 0.0037, 'country': 'RU', 'sunrise': 1551140142, 'sunset': 1551171549}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",200,"{'speed': 2.34, 'deg': 136.003}",stations,{'all': 0},"{'lon': 114.09, 'lat': 71.97}",Saskylakh,1551199946,
4501427,,16093,"{'temp': 3.47, 'pressure': 1029, 'humidity': 37, 'temp_min': 1.67, 'temp_max': 6.67}","{'type': 1, 'id': 4902, 'message': 0.0053, 'country': 'US', 'sunrise': 1551180980, 'sunset': 1551221377}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",200,"{'speed': 4.6, 'deg': 280}",stations,{'all': 1},"{'lon': -74.98, 'lat': 39.31}",Port Elizabeth,1551199913,
5856195,,16093,"{'temp': 18.35, 'pressure': 1016, 'humidity': 88, 'temp_min': 16.11, 'temp_max': 20}","{'type': 1, 'id': 7878, 'message': 0.0049, 'country': 'US', 'sunrise': 1551200025, 'sunset': 1551242091}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",200,"{'speed': 2.1, 'deg': 10}",stations,{'all': 90},"{'lon': -157.86, 'lat': 21.3}",Honolulu,1551199834,
146639,{'1h': 1.78},10000,"{'temp': 14.26, 'pressure': 1006, 'humidity': 77, 'temp_min': 10.56, 'temp_max': 16}","{'type': 1, 'id': 6374, 'message': 0.0084, 'country': 'CY', 'sunrise': 1551154988, 'sunset': 1551195818}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",200,"{'speed': 8.2, 'deg': 270}",stations,{'all': 40},"{'lon': 32.42, 'lat': 34.81}",Emba,1551199553,
2513115,,10000,"{'temp': 17.97, 'pressure': 1029, 'humidity': 32, 'temp_min': 16.11, 'temp_max': 19}","{'type': 1, 'id': 6416, 'message': 0.0049, 'country': 'ES', 'sunrise': 1551163102, 'sunset': 1551203394}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",200,"{'speed': 3.6, 'deg': 110}",stations,{'all': 0},"{'lon': -0.26, 'lat': 39.96}",Onda,1551199747,
3395458,,,"{'temp': 30.43, 'pressure': 1010.33, 'humidity': 75, 'temp_min': 30.43, 'temp_max': 30.43, 'sea_level': 1010.33, 'grnd_level': 1001.91}","{'message': 0.0037, 'country': 'BR', 'sunrise': 1551169491, 'sunset': 1551213740}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",200,"{'speed': 5.61, 'deg': 87.0029}",stations,{'all': 0},"{'lon': -35.22, 'lat': -9.01}",Maragogi,1551199575,
1634614,,,"{'temp': 20.58, 'pressure': 1009.21, 'humidity': 96, 'temp_min': 20.58, 'temp_max': 20.58, 'sea_level': 1009.21, 'grnd_level': 934.63}","{'message': 0.0042, 'country': 'ID', 'sunrise': 1551128728, 'sunset': 1551172572}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",200,"{'speed': 0.89, 'deg': 154.003}",stations,{'all': 76},"{'lon': 135.5, 'lat': -3.36}",Nabire,1551199947,
4944903,,16093,"{'temp': -0.96, 'pressure': 1022, 'humidity': 23, 'temp_min': -2.22, 'temp_max': 0.56}","{'type': 1, 'id': 4119, 'message': 0.006, 'country': 'US', 'sunrise': 1551179924, 'sunset': 1551220093}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",200,"{'speed': 10.3, 'deg': 290, 'gust': 14.9}",stations,{'all': 1},"{'lon': -70.1, 'lat': 41.28}",Nantucket,1551199730,
4004293,,24140,"{'temp': 24.21, 'pressure': 1017, 'humidity': 64, 'temp_min': 23, 'temp_max': 25.56}","{'type': 1, 'id': 7156, 'message': 0.0043, 'country': 'MX', 'sunrise': 1551187373, 'sunset': 1551229474}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02d'}]",200,"{'speed': 0.81, 'deg': 291.003}",stations,{'all': 5},"{'lon': -105.21, 'lat': 20.71}",Ixtapa,1551199818,
3652764,,10000,"{'temp': 31, 'pressure': 1012, 'humidity': 66, 'temp_min': 31, 'temp_max': 31}","{'type': 1, 'id': 8521, 'message': 0.0034, 'country': 'EC', 'sunrise': 1551183023, 'sunset': 1551226674}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",200,"{'speed': 2.6, 'deg': 60}",stations,{'all': 40},"{'lon': -90.35, 'lat': -0.74}",Puerto Ayora,1551196800,
1273574,,,"{'temp': 16.25, 'pressure': 1010.45, 'humidity': 67, 'temp_min': 16.25, 'temp_max': 16.25, 'sea_level': 1010.45, 'grnd_level': 946.31}","{'message': 0.004, 'country': 'IN', 'sunrise': 1551144057, 'sunset': 1551186539}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",200,"{'speed': 1.06, 'deg': 274.003}",stations,{'all': 0},"{'lon': 74.49, 'lat': 15.34}",Vaini,1551199948,
1015776,,,"{'temp': 19.94, 'pressure': 1013, 'humidity': 43, 'temp_min': 18.33, 'temp_max': 22}","{'type': 1, 'id': 1966, 'message': 0.0034, 'country': 'ZA', 'sunrise': 1551155085, 'sunset': 1551201598}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02d'}]",200,"{'speed': 7.2, 'deg': 280}",stations,{'all': 8},"{'lon': 20.04, 'lat': -34.53}",Bredasdorp,1551199556,
5924351,,40233,"{'temp': -31, 'pressure': 1017, 'humidity': 67, 'temp_min': -31, 'temp_max': -31}","{'type': 1, 'id': 776, 'message': 0.0046, 'country': 'CA', 'sunrise': 1551183316, 'sunset': 1551216044}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",200,"{'speed': 1.14, 'deg': 339.503}",stations,{'all': 75},"{'lon': -68.59, 'lat': 70.47}",Clyde River,1551196800,
4030556,,,"{'temp': 26.83, 'pressure': 1014.81, 'humidity': 98, 'temp_min': 26.83, 'temp_max': 26.83, 'sea_level': 1014.81, 'grnd_level': 1014.79}","{'message': 0.0032, 'country': 'PF', 'sunrise': 1551192870, 'sunset': 1551238222}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",200,"{'speed': 6.61, 'deg': 111.503}",stations,{'all': 92},"{'lon': -134.97, 'lat': -23.12}",Rikitea,1551199949,
5059429,,16093,"{'temp': -21.22, 'pressure': 1035, 'humidity': 70, 'temp_min': -23, 'temp_max': -19.44}","{'type': 1, 'id': 3637, 'message': 0.0031, 'country': 'US', 'sunrise': 1551186760, 'sunset': 1551226071}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",200,"{'speed': 2.6, 'deg': 200}",stations,{'all': 1},"{'lon': -96.78, 'lat': 47.93}",Key West,1551199701,
2160063,,10000,"{'temp': 17.2, 'pressure': 1019, 'humidity': 93, 'temp_min': 15, 'temp_max': 19}","{'type': 1, 'id': 9537, 'message': 0.0045, 'country': 'AU', 'sunrise': 1551123398, 'sunset': 1551169364}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",200,"{'speed': 1.11, 'deg': 213.503}",stations,{'all': 40},"{'lon': 153.24, 'lat': -28.95}",Codrington,1551199877,
